"age","marital-status","relationship","race","sex","native-country"
20,"Married-civ-spouse","Other-relative","White","Female","United-States"
37,"Never-married","Own-child","White","Male","United-States"
28,"Never-married","Own-child","Black","Male","United-States"
39,"Married-civ-spouse","Wife","White","Female","United-States"
46,"Never-married","Not-in-family","White","Female","United-States"
35,"Separated","Unmarried","White","Female","United-States"
36,"Married-civ-spouse","Husband","White","Male","United-States"
44,"Married-civ-spouse","Husband","White","Male","United-States"
34,"Divorced","Not-in-family","White","Male","United-States"
28,"Married-civ-spouse","Husband","White","Male","United-States"
38,"Married-civ-spouse","Husband","White","Male","United-States"
35,"Married-civ-spouse","Husband","White","Male","United-States"
61,"Never-married","Not-in-family","White","Female","United-States"
45,"Divorced","Unmarried","White","Female","United-States"
36,"Married-civ-spouse","Husband","White","Male","United-States"
34,"Never-married","Unmarried","Black","Male","United-States"
27,"Married-civ-spouse","Husband","White","Male","United-States"
22,"Never-married","Unmarried","White","Male","United-States"
26,"Never-married","Not-in-family","White","Female","United-States"
19,"Never-married","Other-relative","White","Female","United-States"
36,"Divorced","Not-in-family","White","Male","United-States"
51,"Divorced","Not-in-family","White","Male","United-States"
63,"Married-civ-spouse","Husband","White","Male","United-States"
51,"Married-civ-spouse","Husband","White","Male","United-States"
20,"Never-married","Own-child","White","Female","United-States"
42,"Married-civ-spouse","Husband","White","Male","United-States"
25,"Married-civ-spouse","Husband","White","Male","United-States"
40,"Divorced","Unmarried","White","Female","United-States"
49,"Never-married","Own-child","White","Male","United-States"
46,"Separated","Own-child","Black","Female","United-States"
32,"Separated","Not-in-family","White","Male","United-States"
28,"Married-civ-spouse","Husband","Black","Male","Mexico"
19,"Never-married","Own-child","White","Female","United-States"
18,"Never-married","Own-child","Black","Male","United-States"
39,"Never-married","Not-in-family","White","Male","United-States"
60,"Divorced","Not-in-family","White","Female","United-States"
46,"Divorced","Not-in-family","White","Female","United-States"
38,"Married-civ-spouse","Wife","White","Female","Canada"
36,"Married-civ-spouse","Husband","White","Male","United-States"
45,"Married-civ-spouse","Husband","White","Male","United-States"
60,"Divorced","Not-in-family","White","Female","United-States"
30,"Married-civ-spouse","Husband","White","Male","United-States"
22,"Never-married","Not-in-family","White","Female","United-States"
23,"Never-married","Not-in-family","White","Male","United-States"
48,"Never-married","Not-in-family","Black","Female","United-States"
46,"Married-civ-spouse","Own-child","White","Female","United-States"
43,"Married-civ-spouse","Husband","White","Male","United-States"
25,"Married-civ-spouse","Own-child","Other","Male","United-States"
50,"Never-married","Not-in-family","White","Male","United-States"
61,"Divorced","Not-in-family","White","Male","United-States"
35,"Never-married","Not-in-family","White","Male","United-States"
65,"Divorced","Not-in-family","White","Female","United-States"
56,"Married-civ-spouse","Husband","Asian-Pac-Islander","Male","United-States"
43,"Married-civ-spouse","Wife","Asian-Pac-Islander","Female","Thailand"
55,"Married-civ-spouse","Husband","White","Male","United-States"
22,"Never-married","Own-child","White","Female","United-States"
40,"Divorced","Own-child","White","Male","United-States"
35,"Married-civ-spouse","Husband","White","Male","United-States"
20,"Married-civ-spouse","Husband","White","Male","United-States"
46,"Married-civ-spouse","Husband","White","Male","United-States"
43,"Separated","Unmarried","White","Male","Mexico"
39,"Married-civ-spouse","Husband","Black","Male","United-States"
34,"Never-married","Unmarried","White","Female","England"
35,"Divorced","Not-in-family","White","Female","United-States"
30,"Never-married","Unmarried","White","Male","United-States"
25,"Never-married","Not-in-family","Black","Male","United-States"
44,"Married-civ-spouse","Husband","White","Male","United-States"
35,"Divorced","Unmarried","White","Female","United-States"
41,"Married-civ-spouse","Husband","White","Male","United-States"
43,"Married-civ-spouse","Husband","White","Male","United-States"
32,"Never-married","Not-in-family","White","Female","United-States"
50,"Married-civ-spouse","Husband","White","Male","United-States"
20,"Never-married","Own-child","White","Female","United-States"
29,"Married-civ-spouse","Wife","White","Female","United-States"
38,"Married-civ-spouse","Husband","White","Male","United-States"
20,"Never-married","Unmarried","White","Male","United-States"
41,"Never-married","Unmarried","Black","Female","United-States"
27,"Never-married","Not-in-family","White","Female","United-States"
37,"Married-civ-spouse","Husband","White","Male","United-States"
31,"Divorced","Not-in-family","White","Male","United-States"
49,"Divorced","Not-in-family","Asian-Pac-Islander","Female","United-States"
33,"Never-married","Not-in-family","Black","Female","United-States"
31,"Married-civ-spouse","Husband","White","Male","United-States"
19,"Never-married","Other-relative","White","Female","United-States"
44,"Married-civ-spouse","Husband","White","Male","United-States"
31,"Never-married","Not-in-family","White","Male","United-States"
62,"Widowed","Unmarried","White","Female","United-States"
65,"Married-civ-spouse","Husband","White","Male","United-States"
17,"Married-civ-spouse","Husband","White","Male","United-States"
60,"Married-civ-spouse","Husband","White","Male","United-States"
31,"Married-civ-spouse","Husband","White","Male","United-States"
29,"Never-married","Unmarried","Black","Female","United-States"
53,"Married-civ-spouse","Husband","White","Male","United-States"
44,"Married-civ-spouse","Husband","White","Male","United-States"
43,"Married-civ-spouse","Husband","White","Male","United-States"
40,"Married-civ-spouse","Husband","White","Male","United-States"
18,"Never-married","Own-child","Black","Female","United-States"
47,"Divorced","Unmarried","White","Female","United-States"
38,"Married-civ-spouse","Husband","White","Male","United-States"
37,"Married-civ-spouse","Wife","White","Female","United-States"
40,"Separated","Not-in-family","Amer-Indian-Eskimo","Female","United-States"
57,"Married-civ-spouse","Husband","Black","Male","United-States"
43,"Separated","Not-in-family","White","Female","United-States"
32,"Married-civ-spouse","Husband","Other","Male","Ecuador"
64,"Married-civ-spouse","Husband","White","Male","United-States"
18,"Never-married","Own-child","White","Female","United-States"
40,"Never-married","Not-in-family","White","Male","United-States"
23,"Never-married","Not-in-family","White","Male","United-States"
45,"Divorced","Unmarried","Black","Female","United-States"
45,"Divorced","Not-in-family","White","Female","United-States"
27,"Never-married","Not-in-family","White","Male","Mexico"
23,"Married-spouse-absent","Unmarried","White","Male","United-States"
58,"Married-civ-spouse","Husband","Asian-Pac-Islander","Male","United-States"
35,"Divorced","Unmarried","White","Female","United-States"
47,"Divorced","Not-in-family","White","Male","United-States"
33,"Married-civ-spouse","Husband","White","Male","United-States"
27,"Separated","Not-in-family","Asian-Pac-Islander","Male","Philippines"
46,"Married-civ-spouse","Husband","White","Male","United-States"
24,"Married-civ-spouse","Husband","White","Male","United-States"
40,"Married-civ-spouse","Husband","White","Male","United-States"
44,"Never-married","Own-child","White","Female","United-States"
31,"Married-civ-spouse","Husband","White","Male","United-States"
37,"Married-civ-spouse","Husband","White","Male","United-States"
23,"Separated","Own-child","White","Female","United-States"
30,"Married-civ-spouse","Husband","White","Male","United-States"
31,"Married-civ-spouse","Husband","Black","Male","United-States"
32,"Married-civ-spouse","Husband","White","Male","United-States"
27,"Never-married","Own-child","White","Male","United-States"
35,"Never-married","Unmarried","Amer-Indian-Eskimo","Male","United-States"
27,"Never-married","Not-in-family","White","Male","United-States"
33,"Never-married","Own-child","White","Male","United-States"
34,"Married-civ-spouse","Husband","White","Male","United-States"
29,"Married-civ-spouse","Husband","White","Male","United-States"
26,"Never-married","Not-in-family","White","Female","United-States"
39,"Never-married","Own-child","White","Male","United-States"
37,"Married-civ-spouse","Husband","White","Male","United-States"
51,"Divorced","Not-in-family","White","Female","United-States"
40,"Separated","Unmarried","White","Male","United-States"
53,"Married-civ-spouse","Husband","Asian-Pac-Islander","Male","Vietnam"
58,"Married-civ-spouse","Husband","Asian-Pac-Islander","Male","United-States"
29,"Married-civ-spouse","Husband","White","Male","United-States"
33,"Married-civ-spouse","Husband","Other","Male","Mexico"
57,"Married-civ-spouse","Husband","White","Male","United-States"
69,"Married-civ-spouse","Husband","White","Male","United-States"
20,"Never-married","Own-child","White","Female","United-States"
56,"Widowed","Unmarried","White","Female","Mexico"
49,"Married-civ-spouse","Husband","White","Male","United-States"
34,"Married-civ-spouse","Husband","White","Male","United-States"
70,"Married-civ-spouse","Husband","White","Male","United-States"
44,"Divorced","Unmarried","White","Female","United-States"
37,"Never-married","Not-in-family","White","Male","United-States"
58,"Married-civ-spouse","Husband","White","Male","United-States"
42,"Married-civ-spouse","Own-child","White","Female","United-States"
41,"Married-civ-spouse","Husband","White","Male","United-States"
28,"Never-married","Not-in-family","White","Female","United-States"
47,"Married-civ-spouse","Husband","White","Male","United-States"
24,"Married-civ-spouse","Wife","White","Female","United-States"
58,"Married-civ-spouse","Husband","White","Male","United-States"
18,"Never-married","Own-child","White","Female","United-States"
50,"Married-civ-spouse","Husband","White","Male","United-States"
69,"Widowed","Not-in-family","White","Female","United-States"
84,"Never-married","Not-in-family","White","Male","United-States"
47,"Married-civ-spouse","Husband","White","Male","United-States"
19,"Never-married","Own-child","White","Male","United-States"
24,"Never-married","Not-in-family","Black","Male","United-States"
53,"Divorced","Not-in-family","White","Male","United-States"
58,"Married-civ-spouse","Husband","White","Male","United-States"
